Crime_ID,Date,Time,Time_Slot,Area,Police_Station,Latitude,Longitude,Crime_Type,Street_Lighting_Score,Crowd_Density,Nearby_Police_km,Nearby_Hospital_km,Known_Dark_Spot,Risk_Score,Risk_Level,Area_Risk_Priority,
NAG2025_1086,2025-05-12,23:08,Night,Kalamna,Kalamna,21.15561,79.14146,Molestation,3,High,3.8,3.02,FALSE,64,Medium,3,
NAG2025_1087,2025-07-29,06:34,Morning,Telangkhedi,Telangkhedi,21.15862,79.04839,Assault,9,Low,3.74,3.8,FALSE,59,Medium,10,
NAG2025_1088,2025-03-06,04:01,Night,Lashkaribagh,Lashkaribagh,21.17004,79.09687,Domestic Violence,2,Low,4.83,3.93,TRUE,100,High,20,
NAG2025_1089,2025-10-10,02:05,Night,Mahal,Mahal,21.1429,79.11295,Eve Teasing,9,Low,1.04,3.55,TRUE,89,High,6,
NAG2025_1090,2025-07-24,13:53,Afternoon,Kalamna,Kalamna,21.1591,79.13702,Molestation,9,Medium,1.17,0.65,TRUE,77,High,3,
NAG2025_1091,2025-05-18,16:54,Afternoon,Yashodhara Nagar,Yashodhara Nagar,21.18139,79.12949,Eve Teasing,10,High,4.1,2.24,TRUE,45,Medium,4,
NAG2025_1092,2025-04-26,03:13,Night,Lakadganj,Lakadganj,21.15725,79.11891,Assault,9,Medium,4.72,4.94,FALSE,52,Medium,19,
NAG2025_1093,2025-01-06,14:37,Afternoon,Ganeshpeth,Ganeshpeth,21.1377,79.09111,Stalking,2,Medium,1.88,4.13,TRUE,95,High,14,
NAG2025_1094,2025-02-28,00:00,Night,Sitabuldi,Sitabuldi,21.1397,79.08728,Stalking,3,Medium,1.8,2.2,FALSE,84,High,5,
NAG2025_1095,2025-08-28,14:19,Afternoon,Mahal,Mahal,21.1477,79.10785,Eve Teasing,9,Medium,0.36,0.66,FALSE,61,Medium,6,
NAG2025_1096,2025-04-25,16:14,Afternoon,Gittikhadan,Gittikhadan,21.17484,79.04964,Molestation,8,Medium,1.73,1.98,FALSE,45,Medium,15,
NAG2025_1097,2025-11-08,19:16,Evening,MIHAN,MIHAN,21.05762,79.02091,Kidnapping,1,High,4.15,4.86,FALSE,74,High,21,
NAG2025_1098,2025-06-04,09:48,Morning,Beltarodi,Beltarodi,21.07529,79.08,Sexual Harassment,8,Low,3.97,2.46,TRUE,75,High,2,
NAG2025_1099,2025-09-25,16:09,Afternoon,Imamwada,Imamwada,21.13183,79.08592,Eve Teasing,10,Low,1.93,3.79,FALSE,43,Medium,16,
NAG2025_1100,2025-05-02,02:52,Night,Lashkaribagh,Lashkaribagh,21.16948,79.1026,Eve Teasing,5,High,0.34,0.92,FALSE,72,High,20,
NAG2025_1101,2025-02-16,03:22,Night,Manewada,Manewada,21.09162,79.10878,Domestic Violence,3,Medium,1.05,0.29,FALSE,96,High,22,
NAG2025_1102,2025-12-24,23:15,Night,Panchpaoli,Panchpaoli,21.15007,79.08968,Molestation,3,Low,1.47,3.44,FALSE,100,High,24,
NAG2025_1103,2025-08-17,04:58,Night,Beltarodi,Beltarodi,21.07026,79.0734,Stalking,5,High,3.27,3.91,TRUE,84,High,2,
NAG2025_1104,2025-04-19,19:58,Evening,Ganeshpeth,Ganeshpeth,21.14472,79.09535,Assault,6,Medium,3.65,3.77,FALSE,59,Medium,14,
NAG2025_1105,2025-04-06,01:00,Night,Dharampeth,Dharampeth,21.1369,79.0607,Molestation,3,High,1.34,2.71,FALSE,88,High,13,
NAG2025_1106,2025-09-07,20:34,Evening,Jaripatka,Jaripatka,21.17988,79.0876,Kidnapping,4,Medium,0.78,2.49,FALSE,74,High,17,
NAG2025_1107,2025-04-12,09:10,Morning,Mahal,Mahal,21.13915,79.10994,Eve Teasing,5,Low,3.03,1.86,FALSE,64,Medium,6,
NAG2025_1108,2025-10-25,17:55,Evening,Sitabuldi,Sitabuldi,21.14225,79.08452,Molestation,5,Medium,2.63,1.86,FALSE,71,High,5,
NAG2025_1109,2025-02-06,04:00,Night,Hingna,Hingna,21.07249,79.02079,Molestation,5,High,4.91,0.24,FALSE,72,High,7,
NAG2025_1110,2025-08-28,09:37,Morning,Hudkeshwar,Hudkeshwar,21.09165,79.12714,Molestation,9,Medium,0.61,4.32,FALSE,50,Medium,1,
NAG2025_1111,2025-12-19,17:00,Evening,Kalamna,Kalamna,21.15798,79.14609,Eve Teasing,8,Medium,1.71,2.06,FALSE,52,Medium,3,
NAG2025_1112,2025-08-18,01:18,Night,Yashodhara Nagar,Yashodhara Nagar,21.18519,79.12434,Eve Teasing,1,Medium,2.4,1.7,TRUE,100,High,4,
NAG2025_1113,2025-03-03,16:47,Afternoon,Hudkeshwar,Hudkeshwar,21.09431,79.12451,Eve Teasing,5,High,1.9,0.41,TRUE,64,Medium,1,
NAG2025_1114,2025-06-26,02:32,Night,Ganeshpeth,Ganeshpeth,21.13647,79.09418,Domestic Violence,1,High,0.8,2.03,TRUE,100,High,14,
NAG2025_1115,2025-08-01,05:29,Night,Beltarodi,Beltarodi,21.07627,79.08205,Domestic Violence,1,Low,1.55,1.19,TRUE,100,High,2,
NAG2025_1116,2025-06-08,16:25,Afternoon,Panchpaoli,Panchpaoli,21.1519,79.09358,Molestation,2,Low,2.95,3.9,TRUE,98,High,24,
NAG2025_1117,2025-01-24,17:10,Evening,Yashodhara Nagar,Yashodhara Nagar,21.18506,79.12615,Eve Teasing,4,Medium,1.53,4.83,FALSE,71,High,4,
NAG2025_1118,2025-12-11,12:35,Afternoon,Yashodhara Nagar,Yashodhara Nagar,21.18068,79.12391,Sexual Harassment,2,Low,1.13,1.02,TRUE,100,High,4,
NAG2025_1119,2025-07-26,12:29,Afternoon,Mahal,Mahal,21.14174,79.11545,Stalking,7,High,0.46,4.89,FALSE,51,Medium,6,
NAG2025_1120,2025-06-27,17:03,Evening,Beltarodi,Beltarodi,21.07428,79.0813,Stalking,9,Medium,0.32,2.25,TRUE,82,High,2,
NAG2025_1121,2025-12-01,04:49,Night,Kalamna,Kalamna,21.15676,79.14118,Assault,7,Medium,2.73,1.32,TRUE,80,High,3,
NAG2025_1122,2025-02-08,15:08,Afternoon,Wathoda,Wathoda,21.13486,79.13505,Eve Teasing,3,Low,2.64,0.31,TRUE,94,High,30,
NAG2025_1123,2025-10-31,19:03,Evening,Dharampeth,Dharampeth,21.14129,79.06193,Eve Teasing,3,Medium,0.21,2.95,FALSE,90,High,13,
NAG2025_1124,2025-09-20,12:33,Afternoon,Lashkaribagh,Lashkaribagh,21.16983,79.10067,Molestation,10,Medium,1.14,4.22,FALSE,45,Medium,20,
NAG2025_1125,2025-04-23,05:59,Night,Kalamna,Kalamna,21.15144,79.14085,Kidnapping,6,Low,0.47,3.13,FALSE,100,High,3,
NAG2025_1126,2025-03-04,08:25,Morning,Wathoda,Wathoda,21.14284,79.13688,Molestation,10,Low,3.58,1.51,FALSE,39,Low,30,
NAG2025_1127,2025-07-28,21:34,Night,Sitabuldi,Sitabuldi,21.14089,79.08423,Assault,5,High,0.4,3.81,FALSE,74,High,5,
NAG2025_1128,2025-10-19,16:59,Afternoon,Kotwali,Kotwali,21.14714,79.11012,Sexual Harassment,4,Medium,3.63,0.83,FALSE,57,Medium,18,
NAG2025_1129,2025-01-16,01:58,Night,Hudkeshwar,Hudkeshwar,21.09265,79.13089,Assault,2,Medium,4.7,3.1,FALSE,93,High,1,
NAG2025_1130,2025-07-30,01:59,Night,MIHAN,MIHAN,21.05806,79.02346,Kidnapping,7,High,2.43,1.31,FALSE,55,Medium,21,
NAG2025_1131,2025-06-12,19:59,Evening,Yashodhara Nagar,Yashodhara Nagar,21.17766,79.1217,Sexual Harassment,5,High,2.06,1.82,FALSE,56,Medium,4,
NAG2025_1132,2025-07-17,05:48,Night,Nandanvan,Nandanvan,21.14138,79.129,Assault,7,Medium,1.54,1.05,FALSE,74,High,23,
NAG2025_1133,2025-10-14,01:33,Night,Ajni,Ajni,21.12519,79.08474,Eve Teasing,5,Medium,4.22,0.37,FALSE,77,High,11,
NAG2025_1134,2025-06-02,06:43,Morning,Nandanvan,Nandanvan,21.13426,79.13048,Domestic Violence,7,Medium,2.9,1.45,FALSE,51,Medium,23,
NAG2025_1135,2025-10-26,05:01,Night,Yashodhara Nagar,Yashodhara Nagar,21.18107,79.12233,Molestation,6,Low,2.18,3.69,FALSE,81,High,4,
NAG2025_1136,2025-05-09,12:22,Afternoon,Wathoda,Wathoda,21.13296,79.13919,Domestic Violence,9,Medium,1.99,4.45,FALSE,39,Low,30,
NAG2025_1137,2025-01-11,16:47,Afternoon,Mahal,Mahal,21.14574,79.11579,Molestation,4,Medium,2.8,3.25,FALSE,63,Medium,6,
NAG2025_1138,2025-07-08,19:59,Evening,Yashodhara Nagar,Yashodhara Nagar,21.18206,79.12529,Eve Teasing,5,Medium,1.44,0.48,TRUE,100,High,4,
NAG2025_1139,2025-05-04,17:36,Evening,Hudkeshwar,Hudkeshwar,21.08889,79.12652,Stalking,6,High,0.58,0.21,FALSE,73,High,1,
NAG2025_1140,2025-02-19,00:29,Night,Kotwali,Kotwali,21.14971,79.10723,Sexual Harassment,7,Medium,0.92,0.34,TRUE,99,High,18,
NAG2025_1141,2025-01-11,14:15,Afternoon,Seminary Hills,Seminary Hills,21.16634,79.05548,Kidnapping,9,Medium,0.51,1.12,FALSE,58,Medium,27,
NAG2025_1142,2025-10-23,04:06,Night,Pardi,Pardi,21.14949,79.15683,Assault,9,Medium,3.52,2.72,FALSE,62,Medium,8,
NAG2025_1143,2025-11-05,18:18,Evening,Nandanvan,Nandanvan,21.13821,79.12852,Stalking,6,Low,4.76,0.86,FALSE,75,High,23,
NAG2025_1144,2025-11-01,14:43,Afternoon,Gittikhadan,Gittikhadan,21.17122,79.04826,Stalking,5,Medium,4.79,0.62,FALSE,58,Medium,15,
NAG2025_1145,2025-12-20,13:19,Afternoon,Lakadganj,Lakadganj,21.15007,79.11649,Assault,3,Medium,4.99,3.56,FALSE,64,Medium,19,
NAG2025_1146,2025-03-20,03:40,Night,Hingna,Hingna,21.06923,79.0282,Kidnapping,5,High,4.95,3.82,FALSE,72,High,7,
NAG2025_1147,2025-03-15,19:54,Evening,Kalamna,Kalamna,21.15886,79.1451,Stalking,6,Low,3.58,2.06,TRUE,94,High,3,
NAG2025_1148,2025-03-07,17:01,Evening,Sitabuldi,Sitabuldi,21.13934,79.09102,Eve Teasing,8,Medium,4.53,4.46,TRUE,78,High,5,
NAG2025_1149,2025-04-10,00:54,Night,Telangkhedi,Telangkhedi,21.15449,79.04832,Domestic Violence,4,Medium,2.34,4.13,FALSE,88,High,10,
NAG2025_1150,2025-03-04,03:08,Night,Beltarodi,Beltarodi,21.07692,79.07754,Domestic Violence,7,High,4.87,2.27,TRUE,71,High,2,
NAG2025_1151,2025-03-26,11:28,Morning,Mahalaxmi Nagar,Mahalaxmi Nagar,21.0991,79.11608,Domestic Violence,6,Medium,3.87,0.4,FALSE,64,Medium,9,
NAG2025_1152,2025-03-05,08:26,Morning,Beltarodi,Beltarodi,21.0738,79.07841,Kidnapping,4,High,1.99,1.61,FALSE,51,Medium,2,
NAG2025_1153,2025-08-07,09:41,Morning,Imamwada,Imamwada,21.13181,79.09405,Kidnapping,9,Medium,4.04,2.47,FALSE,31,Low,16,
NAG2025_1154,2025-11-21,23:34,Night,Sitabuldi,Sitabuldi,21.14006,79.0824,Sexual Harassment,10,Low,3.07,1.65,TRUE,83,High,5,
NAG2025_1155,2025-02-18,19:17,Evening,Wathoda,Wathoda,21.13479,79.13472,Domestic Violence,4,Medium,2.16,3.86,FALSE,82,High,30,
NAG2025_1156,2025-12-19,16:23,Afternoon,Nandanvan,Nandanvan,21.13949,79.13207,Molestation,6,Medium,2.12,1.11,FALSE,58,Medium,23,
NAG2025_1157,2025-09-11,16:38,Afternoon,Yashodhara Nagar,Yashodhara Nagar,21.18166,79.12992,Domestic Violence,5,High,0.88,4.81,FALSE,49,Medium,4,
NAG2025_1158,2025-02-06,23:52,Night,Mahal,Mahal,21.14029,79.11489,Molestation,7,Medium,4.42,3.51,FALSE,57,Medium,6,
NAG2025_1159,2025-05-13,18:33,Evening,Ganeshpeth,Ganeshpeth,21.13861,79.09217,Eve Teasing,5,Medium,2.27,0.28,FALSE,66,Medium,14,
NAG2025_1160,2025-03-31,22:26,Night,Beltarodi,Beltarodi,21.07045,79.07443,Molestation,7,High,4.42,1.76,TRUE,72,High,2,
NAG2025_1161,2025-08-31,07:16,Morning,Mahal,Mahal,21.14394,79.11559,Eve Teasing,2,Medium,4.73,3.31,TRUE,95,High,6,
NAG2025_1162,2025-11-06,09:05,Morning,Jaripatka,Jaripatka,21.18321,79.08236,Domestic Violence,3,High,4.58,3.59,FALSE,56,Medium,17,
NAG2025_1163,2025-11-19,12:32,Afternoon,Trimurti Nagar,Trimurti Nagar,21.11345,79.03592,Eve Teasing,2,Medium,0.85,3.8,FALSE,84,High,28,
NAG2025_1164,2025-02-21,18:25,Evening,Trimurti Nagar,Trimurti Nagar,21.11283,79.03383,Eve Teasing,6,Low,1.0,0.62,TRUE,100,High,28,
NAG2025_1165,2025-10-09,16:19,Afternoon,Pratap Nagar,Pratap Nagar,21.11398,79.05837,Molestation,5,Low,1.12,0.67,FALSE,81,High,25,
NAG2025_1166,2025-10-27,13:22,Afternoon,Hudkeshwar,Hudkeshwar,21.09508,79.12514,Stalking,6,High,2.9,2.82,TRUE,63,Medium,1,
NAG2025_1167,2025-03-14,07:45,Morning,Hingna,Hingna,21.06958,79.02864,Sexual Harassment,3,High,3.44,3.38,TRUE,67,Medium,7,
NAG2025_1168,2025-01-27,14:01,Afternoon,Mahal,Mahal,21.14713,79.11235,Assault,1,Medium,3.76,0.29,FALSE,75,High,6,
NAG2025_1169,2025-03-18,17:44,Evening,Sitabuldi,Sitabuldi,21.1438,79.08963,Sexual Harassment,10,Low,2.65,3.19,FALSE,51,Medium,5,
NAG2025_1170,2025-08-01,04:48,Night,Manewada,Manewada,21.09984,79.11141,Stalking,4,Low,0.44,4.77,FALSE,100,High,22,
NAG2025_1171,2025-02-27,00:59,Night,Dharampeth,Dharampeth,21.14165,79.06114,Molestation,5,Low,3.86,4.87,FALSE,92,High,13,
NAG2025_1172,2025-01-05,23:58,Night,Hudkeshwar,Hudkeshwar,21.09155,79.13099,Assault,2,High,4.74,2.96,TRUE,100,High,1,
NAG2025_1173,2025-06-04,12:47,Afternoon,Dharampeth,Dharampeth,21.14082,79.05892,Stalking,6,Medium,3.23,1.09,FALSE,58,Medium,13,
NAG2025_1174,2025-07-22,05:23,Night,Hudkeshwar,Hudkeshwar,21.09269,79.13158,Assault,2,Low,1.33,1.8,FALSE,100,High,1,
NAG2025_1175,2025-08-16,10:06,Morning,Jaripatka,Jaripatka,21.18698,79.08414,Assault,10,Medium,2.79,2.68,FALSE,45,Medium,17,
NAG2025_1176,2025-07-08,08:58,Morning,Yashodhara Nagar,Yashodhara Nagar,21.18587,79.13065,Domestic Violence,5,Medium,2.98,3.5,FALSE,62,Medium,4,
NAG2025_1177,2025-01-05,08:56,Morning,Wathoda,Wathoda,21.1369,79.13726,Eve Teasing,5,Low,4.58,3.4,FALSE,61,Medium,30,
NAG2025_1178,2025-03-16,00:53,Night,Kalamna,Kalamna,21.15731,79.14416,Sexual Harassment,9,High,1.59,1.35,TRUE,79,High,3,
NAG2025_1179,2025-09-12,03:36,Night,Mahal,Mahal,21.14454,79.11053,Domestic Violence,8,Low,1.97,1.82,FALSE,74,High,6,
NAG2025_1180,2025-08-02,22:39,Night,Lashkaribagh,Lashkaribagh,21.16732,79.10231,Assault,1,Medium,3.7,0.47,FALSE,95,High,20,
NAG2025_1181,2025-10-25,18:50,Evening,Yashodhara Nagar,Yashodhara Nagar,21.17715,79.12143,Molestation,8,Low,1.41,0.94,FALSE,82,High,4,
NAG2025_1182,2025-03-23,03:57,Night,Kalamna,Kalamna,21.15149,79.13754,Kidnapping,1,Medium,1.35,0.99,FALSE,99,High,3,
NAG2025_1183,2025-06-16,09:36,Morning,Yashodhara Nagar,Yashodhara Nagar,21.18565,79.12214,Stalking,8,High,4.22,2.48,FALSE,36,Low,4,
NAG2025_1184,2025-01-20,10:11,Morning,Ajni,Ajni,21.12911,79.08568,Domestic Violence,9,Medium,2.83,4.89,FALSE,41,Low,11,
NAG2025_1185,2025-08-26,17:56,Evening,Mahal,Mahal,21.14745,79.11098,Sexual Harassment,8,Medium,0.41,0.57,FALSE,60,Medium,6,
NAG2025_1186,2025-02-26,19:15,Evening,Sadar,Sadar,21.16291,79.07606,Stalking,2,Medium,3.9,1.71,FALSE,87,High,26,
NAG2025_1187,2025-03-30,18:25,Evening,MIHAN,MIHAN,21.05706,79.02308,Eve Teasing,1,Medium,0.35,2.72,FALSE,95,High,21,
NAG2025_1188,2025-10-01,18:45,Evening,Beltarodi,Beltarodi,21.07884,79.07799,Eve Teasing,4,High,2.15,3.25,TRUE,89,High,2,
NAG2025_1189,2025-04-20,10:43,Morning,Hudkeshwar,Hudkeshwar,21.08593,79.12652,Eve Teasing,3,Medium,2.61,4.96,TRUE,82,High,1,
NAG2025_1190,2025-09-08,13:29,Afternoon,Lashkaribagh,Lashkaribagh,21.16688,79.10288,Assault,8,Low,4.68,1.66,FALSE,61,Medium,20,
NAG2025_1191,2025-02-05,12:00,Afternoon,Lakadganj,Lakadganj,21.15531,79.11923,Domestic Violence,8,Medium,4.08,3.42,FALSE,40,Low,19,
NAG2025_1192,2025-01-05,19:06,Evening,Kotwali,Kotwali,21.14516,79.11215,Domestic Violence,9,High,0.92,3.96,FALSE,56,Medium,18,
NAG2025_1193,2025-08-10,20:23,Evening,Yashodhara Nagar,Yashodhara Nagar,21.18254,79.12706,Sexual Harassment,9,High,2.26,2.04,FALSE,50,Medium,4,
NAG2025_1194,2025-05-17,23:16,Night,Nandanvan,Nandanvan,21.13499,79.12727,Sexual Harassment,7,High,1.74,1.86,TRUE,77,High,23,
NAG2025_1195,2025-06-19,23:40,Night,Hudkeshwar,Hudkeshwar,21.0898,79.12911,Eve Teasing,3,High,4.39,3.0,FALSE,74,High,1,
NAG2025_1196,2025-02-19,15:40,Afternoon,Seminary Hills,Seminary Hills,21.16711,79.05179,Eve Teasing,7,Medium,1.57,1.81,FALSE,54,Medium,27,
NAG2025_1197,2025-03-07,20:17,Evening,Beltarodi,Beltarodi,21.0799,79.07812,Assault,10,Medium,4.62,2.34,TRUE,72,High,2,
NAG2025_1198,2025-10-18,21:56,Night,Hudkeshwar,Hudkeshwar,21.09014,79.12806,Assault,9,High,1.04,1.73,TRUE,82,High,1,
NAG2025_1199,2025-12-20,17:33,Evening,Sitabuldi,Sitabuldi,21.1477,79.09006,Molestation,2,High,1.18,1.35,FALSE,78,High,5,
NAG2025_1200,2025-01-29,14:29,Afternoon,Kalamna,Kalamna,21.15047,79.14396,Molestation,6,Medium,1.64,0.7,TRUE,73,High,3,
NAG2025_1201,2025-08-02,14:48,Afternoon,Sitabuldi,Sitabuldi,21.13894,79.09094,Eve Teasing,1,Medium,1.87,3.67,TRUE,100,High,5,
NAG2025_1202,2025-08-08,07:37,Morning,Lashkaribagh,Lashkaribagh,21.16959,79.09554,Molestation,7,Low,3.97,3.32,TRUE,77,High,20,
NAG2025_1203,2025-08-10,20:03,Evening,Yashodhara Nagar,Yashodhara Nagar,21.18654,79.12531,Kidnapping,1,Medium,2.76,1.49,TRUE,96,High,4,
NAG2025_1204,2025-11-12,15:18,Afternoon,Yashodhara Nagar,Yashodhara Nagar,21.18288,79.12756,Assault,7,Medium,1.74,3.18,TRUE,66,Medium,4,
NAG2025_1205,2025-12-31,13:59,Afternoon,Panchpaoli,Panchpaoli,21.15443,79.09007,Molestation,3,Medium,1.92,2.34,FALSE,77,High,24,
NAG2025_1206,2025-07-23,17:37,Evening,Jaripatka,Jaripatka,21.18377,79.08218,Eve Teasing,10,High,1.8,0.98,FALSE,30,Low,17,
NAG2025_1207,2025-09-12,00:06,Night,Manewada,Manewada,21.09963,79.10473,Sexual Harassment,2,High,4.87,2.6,FALSE,73,High,22,
NAG2025_1208,2025-05-16,03:37,Night,Hingna,Hingna,21.06939,79.02998,Molestation,9,Medium,0.57,0.47,FALSE,63,Medium,7,
NAG2025_1209,2025-04-02,02:16,Night,Seminary Hills,Seminary Hills,21.1626,79.05976,Stalking,8,Low,2.08,3.27,FALSE,81,High,27,
NAG2025_1210,2025-01-19,05:48,Night,Kalamna,Kalamna,21.15125,79.14466,Assault,1,Medium,2.84,4.48,TRUE,100,High,3,
NAG2025_1211,2025-10-10,13:10,Afternoon,Yashodhara Nagar,Yashodhara Nagar,21.18533,79.12553,Kidnapping,4,Low,3.92,3.13,FALSE,69,High,4,
NAG2025_1212,2025-11-23,12:26,Afternoon,Dharampeth,Dharampeth,21.13922,79.06751,Domestic Violence,9,Medium,3.68,1.56,FALSE,41,Low,13,
NAG2025_1213,2025-02-07,02:08,Night,Yashodhara Nagar,Yashodhara Nagar,21.18536,79.12571,Domestic Violence,4,Medium,2.55,0.31,TRUE,100,High,4,
NAG2025_1214,2025-02-08,01:53,Night,Telangkhedi,Telangkhedi,21.15348,79.05415,Kidnapping,5,Low,2.51,2.8,FALSE,79,High,10,
NAG2025_1215,2025-03-28,13:14,Afternoon,Beltarodi,Beltarodi,21.07042,79.07975,Molestation,5,Medium,1.72,3.0,FALSE,57,Medium,2,
NAG2025_1216,2025-12-07,16:15,Afternoon,Lakadganj,Lakadganj,21.15467,79.1144,Eve Teasing,9,Medium,2.41,1.55,FALSE,34,Low,19,
NAG2025_1217,2025-11-12,13:49,Afternoon,Wardha Road,Wardha Road,21.10701,79.0722,Kidnapping,6,Medium,4.94,4.12,TRUE,78,High,29,
NAG2025_1218,2025-05-23,09:24,Morning,Mahal,Mahal,21.14416,79.11208,Sexual Harassment,9,Medium,0.97,4.35,FALSE,55,Medium,6,
NAG2025_1219,2025-01-10,13:11,Afternoon,Hudkeshwar,Hudkeshwar,21.093,79.12829,Sexual Harassment,3,Medium,0.96,3.4,TRUE,97,High,1,
NAG2025_1220,2025-06-09,10:55,Morning,Besa,Besa,21.09031,79.08948,Stalking,9,Medium,3.24,1.65,FALSE,49,Medium,12,
NAG2025_1221,2025-01-09,04:21,Night,Beltarodi,Beltarodi,21.07656,79.08176,Domestic Violence,2,Medium,1.33,4.92,FALSE,100,High,2,
NAG2025_1222,2025-08-21,17:50,Evening,Beltarodi,Beltarodi,21.07807,79.07638,Eve Teasing,4,Medium,3.63,0.59,FALSE,72,High,2,
NAG2025_1223,2025-10-22,08:23,Morning,Kalamna,Kalamna,21.15007,79.13865,Sexual Harassment,7,Medium,1.4,0.87,FALSE,48,Medium,3,
NAG2025_1224,2025-02-17,02:11,Night,Mahal,Mahal,21.14778,79.11684,Sexual Harassment,9,Low,2.85,0.36,FALSE,74,High,6,
NAG2025_1225,2025-05-06,16:21,Afternoon,Sitabuldi,Sitabuldi,21.14092,79.08941,Domestic Violence,5,Low,3.25,1.92,FALSE,74,High,5,
NAG2025_1226,2025-08-11,16:41,Afternoon,Wardha Road,Wardha Road,21.10123,79.07247,Stalking,4,Low,2.66,0.81,FALSE,67,Medium,29,
NAG2025_1227,2025-10-06,14:58,Afternoon,Manewada,Manewada,21.09936,79.10681,Sexual Harassment,4,High,0.99,2.8,FALSE,52,Medium,22,
NAG2025_1228,2025-01-03,01:32,Night,Kalamna,Kalamna,21.15232,79.14202,Stalking,9,Low,2.19,4.41,TRUE,96,High,3,
NAG2025_1229,2025-12-29,08:39,Morning,Sitabuldi,Sitabuldi,21.13806,79.08226,Stalking,1,Medium,3.89,2.0,TRUE,88,High,5,
NAG2025_1230,2025-06-22,03:18,Night,Kalamna,Kalamna,21.15597,79.13846,Kidnapping,10,Medium,1.45,3.2,TRUE,89,High,3,
NAG2025_1231,2025-01-14,06:56,Morning,Kalamna,Kalamna,21.15012,79.14326,Sexual Harassment,4,Low,1.46,0.53,FALSE,74,High,3,
NAG2025_1232,2025-12-14,07:30,Morning,Trimurti Nagar,Trimurti Nagar,21.11905,79.03271,Domestic Violence,5,High,3.24,0.84,FALSE,41,Low,28,
NAG2025_1233,2025-03-17,22:02,Night,Imamwada,Imamwada,21.13806,79.09058,Eve Teasing,1,Low,4.46,4.93,FALSE,100,High,16,
NAG2025_1234,2025-10-12,16:55,Afternoon,Yashodhara Nagar,Yashodhara Nagar,21.1856,79.13039,Domestic Violence,10,Medium,1.19,0.72,TRUE,64,Medium,4,
NAG2025_1235,2025-04-11,19:37,Evening,Mahal,Mahal,21.14559,79.10895,Kidnapping,5,Low,0.5,1.01,FALSE,100,High,6,
NAG2025_1236,2025-01-01,23:20,Night,Wardha Road,Wardha Road,21.10457,79.06418,Eve Teasing,9,High,1.99,0.24,FALSE,50,Medium,29,
NAG2025_1237,2025-01-17,04:40,Night,Hudkeshwar,Hudkeshwar,21.09408,79.12965,Sexual Harassment,9,Medium,4.93,3.88,TRUE,68,High,1,
NAG2025_1238,2025-07-27,14:50,Afternoon,Hudkeshwar,Hudkeshwar,21.09433,79.12562,Sexual Harassment,4,Low,3.02,3.1,FALSE,76,High,1,
NAG2025_1239,2025-09-04,23:54,Night,Beltarodi,Beltarodi,21.07124,79.07773,Domestic Violence,8,Medium,3.53,2.95,FALSE,54,Medium,2,
NAG2025_1240,2025-05-31,03:00,Night,Hudkeshwar,Hudkeshwar,21.09436,79.12766,Stalking,8,Low,4.75,4.4,FALSE,81,High,1,
NAG2025_1241,2025-01-07,04:09,Night,Hudkeshwar,Hudkeshwar,21.08998,79.12264,Assault,5,High,2.16,4.45,FALSE,65,Medium,1,
NAG2025_1242,2025-12-25,00:39,Night,Lashkaribagh,Lashkaribagh,21.16042,79.10372,Kidnapping,9,Medium,4.15,4.91,FALSE,53,Medium,20,
NAG2025_1243,2025-02-22,17:57,Evening,Wathoda,Wathoda,21.13764,79.13492,Domestic Violence,4,Medium,4.86,2.72,FALSE,78,High,30,
NAG2025_1244,2025-09-16,17:09,Evening,Hudkeshwar,Hudkeshwar,21.091,79.12946,Stalking,4,High,1.43,4.53,FALSE,62,Medium,1,
NAG2025_1245,2025-09-29,12:34,Afternoon,Beltarodi,Beltarodi,21.07185,79.08045,Domestic Violence,8,Medium,0.62,2.35,TRUE,71,High,2,
NAG2025_1246,2025-01-27,00:37,Night,Kalamna,Kalamna,21.15442,79.14122,Molestation,10,High,3.89,4.03,FALSE,32,Low,3,
NAG2025_1247,2025-11-25,19:46,Evening,Nandanvan,Nandanvan,21.13451,79.12832,Eve Teasing,7,High,1.81,4.91,FALSE,58,Medium,23,
NAG2025_1248,2025-12-24,13:37,Afternoon,Kalamna,Kalamna,21.14984,79.13654,Eve Teasing,3,Low,0.37,3.53,FALSE,85,High,3,
NAG2025_1249,2025-04-09,13:35,Afternoon,Kalamna,Kalamna,21.15029,79.14099,Eve Teasing,9,High,4.26,1.93,TRUE,45,Medium,3,
NAG2025_1250,2025-08-23,13:02,Afternoon,Mahal,Mahal,21.14468,79.1125,Eve Teasing,2,Low,4.07,2.9,FALSE,84,High,6,
NAG2025_1251,2025-08-14,13:43,Afternoon,Yashodhara Nagar,Yashodhara Nagar,21.18353,79.12396,Assault,10,Low,0.94,3.95,TRUE,82,High,4,
NAG2025_1252,2025-05-10,20:03,Evening,Sitabuldi,Sitabuldi,21.14083,79.08805,Molestation,7,High,1.15,3.14,FALSE,52,Medium,5,
NAG2025_1253,2025-03-19,05:44,Night,Manewada,Manewada,21.09638,79.10839,Domestic Violence,7,High,0.61,3.4,FALSE,73,High,22,
NAG2025_1254,2025-12-16,22:52,Night,Dharampeth,Dharampeth,21.14287,79.06346,Eve Teasing,5,Low,4.5,2.62,TRUE,100,High,13,
